,Text,Id,Length,Nums,Tokens,NumsPerWord,TokensPerWord,Wall
12,"всем привет! продам 💻 macbook pro 2018 15″ 
– модель a1990
– цена 450$ / 1200₾ (можно криптой)
– внешнее состояние не очень, что можно понять по цене: 
1. на крышке экрана есть две вмятины
2. так же углы корпуса немного погнуты 
3. на декоративной рамке откололся пластик
– ноут пережил падение на него телевизора 
– на работе внешние факторы никак не сказываются. 
– циклов перезарядки – 968, работаю на нем уже почти три года, никаких проблем не возникало, на этой батарее полный заряд держит около 6-7 часов в работе.","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 687732}",90,10,251,0.1111111111111111,2.7888888888888888,1332882905
13,"рюкзаки б/у:
kanken classic, цвет fog, оригинал - 120 лари
xiaomi, маленький рюкзак-сумка - 40 лари","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 422112}",15,2,53,0.1333333333333333,3.533333333333333,1332882905
14,adamovskyyana нарушил правила чата и не сможет писать до 27.08.2023 13:55:55. правила чатов,"{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 579021}",15,4,43,0.2666666666666666,2.8666666666666667,1332882905
15,"продам обувь, вся 41размера, первые rifle ringer, кожа, одевала несколько раз - 50лари
вторые удобные, думаю не кожа, но отличного качества - 25
ботинки бершка одеты 2 раза - 50","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 379236}",27,5,89,0.1851851851851851,3.2962962962962963,1332882905
16,"продаю 
canon 750 d + китовый объектив + зарядное устройство +2 батареи  $300
объектив canon ef 50 mm 1.8 stm $100
комплект отлично подойдёт для начинающих фотографов, закрывает большинство задач 
продаю в связи с переходом на беззеркалку 
все б/у, но в рабочем состоянии
не падало, не ломалось 
буду рада ответить на вопросы","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 763281}",52,6,157,0.1153846153846153,3.019230769230769,1332882905
17,"всем здравствуйте!
имею желание (нужду) продать следующие вещи в хорошем состоянии: 
1. flysurfer speed 4 lotus 8m парафойл, с планкой, комплект.
2. martin vari vulcan 9m 12г балонник,с планкой, комплект 
3. сидячая трапеция underwave atlantis m мужская
4. сидячая трапеция ion echo м женская.
5. доска кайт fanatic joyrider, олдскул )
6. гидрик длинный, 3-4мм женский, s,  martin vari.
7. парафойл пилотажный, учебный, на ручках, elf kites 3m.

цены договорные.","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 427099}",70,13,231,0.1857142857142857,3.3,1332882905
18,"продам лабутены в идеальном состоянии ,без единой царапки, за 100 лари.","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 631995}",11,1,36,0.0909090909090909,3.272727272727273,1332882905
19,"продаю неон

светодиодные неоны (про похудение и модификации)- по 150 лари

большой светодиодный неон house of tinctures - 200 лари

блоки питания в комплекте!!!
все в идеально новом состоянии

шустрым и оптовикам (=заберу все сразу) сделаю хорошую скидку))
пишите!","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 651207}",38,2,127,0.0526315789473684,3.3421052631578947,1332882905
20,продам вытяжку за 25 лари и вентилятор за 20,"{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 653943}",9,2,24,0.2222222222222222,2.6666666666666665,1332882905
21,"продается sony wh-1000xm5
купили девочке в подарок, ей не подошли, работали пару минут
куплены в zoomer, в ноябре.
цена 950 лари","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 809304}",22,2,63,0.0909090909090909,2.863636363636364,1332882905
22,"продам вентилятор 
гофру 
ph-метр 
скрог 40x90 
таймер 
удобрения (открыты) 
за все вместе 250 gel","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 743882}",15,2,52,0.1333333333333333,3.466666666666667,1332882905
23,"всем привет!

продам iphone 11 pro 64 gb.

в отличном состоянии, ни разу не разбирался, 1 хозяин.

аккумулятор 71%.

950 лари / 375 долларов без торга","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 411465}",26,6,72,0.2307692307692307,2.769230769230769,1332882905
24,"юбка мини zara кожзам 
состояние отличное, носила очень редко
размер xs 
талия (самая верхняя часть) ~60см
в бедрах ~80см
длина ~40см
30 25 лари

сабуртало, технический университет. можем договориться о другом месте встречи

распродаю непригодившиеся запасы, остальное опубликовала тут @cosmeticstbilisi","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 764739}",40,5,156,0.125,3.9,1332882905
25,"новая,упругая,50/70 см,30 лари","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 494204}",6,2,17,0.3333333333333333,2.833333333333333,1332882905
26,"продам новые наушники green tws (копия airpods).

комплект - все, что было в коробке: наушники, провод для зарядки, чехол. самой коробки нету, выкинули при переезде.

во время проверки работоспособности я заметил, что левый наушник переключает трек не назад, а вперед. звук у наушников хороший, по-моему на уровне samsung galaxy buds.

локация - didi dighomi.

цена - 40 лари.","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 360432}",56,1,165,0.0178571428571428,2.946428571428572,1332882905
27,"продам кроссовки asics gel-nimbus 24 (европейский размер 44) за 200 лари.
покупал на amazon с доставкой в грузию, но не подошел размер.","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 412951}",23,3,60,0.1304347826086956,2.608695652173913,1332882905
28,новые!!! отдам за 100 лари! подарили на др не люблю часы ! сабуртало. покупали в times!,"{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 303583}",15,1,42,0.0666666666666666,2.8,1332882905
29,"продам
1) весы xiaomi - 60 лари
2) ковры для мыши varmilo 900х400х3 мм - 40 лари штука (отдам все 3 за 100 лари)","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 657441}",22,7,62,0.3181818181818182,2.8181818181818183,1332882905
30,"продам жесткий на терабайт и плашку памяти  ddr4 4gb. 80 и 40 лари, вместе за 100 отдам","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 295862}",17,5,50,0.2941176470588235,2.9411764705882355,1332882905
31,продам комбинезон зара надевала один раз на 2 часа(на свадьбу)размер xs покупала за 230 отдам за пол цены,"{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 727517}",20,2,50,0.1,2.5,1332882905
32,"кофта bershka

💙 размер m
💙 длинный рукав
💙 приятный наощупь материал 

7₾ / 225₽

забрать можно в диди дигоми или на любой станции метро по предварительной договорённости 

#тбилиси","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 456472}",29,2,91,0.0689655172413793,3.1379310344827585,1332882905
33,"продаю духи,  все от сефора, оригинал 
jean paul gaultier so scandal 50 ml 200 gel
ysl libre 30 მლ 160 gel
lancome la nuit tresor 30 ml 150 ლ
lancome idole aura 25 მლ 150 gel
narciso rodriguez for her 50 ml 200 gel.","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 476783}",44,10,102,0.2272727272727272,2.3181818181818183,1332882905
34,"стол обеденный раздвижной ikea , новый в упаковке, покупал за 230€ + доставка и таможня , отдам за 520 лар","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 579655}",18,2,49,0.1111111111111111,2.7222222222222223,1332882905
35,"раскладной стол. ножки и подстолье - бук. на столешнице шпон американского ореха, дуба и бука.
размеры в сложенном состоянии вхдхш 82х115х99
850 лари","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 472722}",22,2,77,0.0909090909090909,3.5,1332882905
36,"продам женскую обувь: 

все размеры 38-39

1. домашние тапочки, пушистые - 5 лари 

2. розовые балетки - 10 лари. надевались 1 раз, состояние идеальное

3. бежевые балетки - 30 лари. надевались 1 раз, состояние идеальное 

забирать около метро исани, комплекс archi isani. также можно яндекс доставкой отправить.","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 742377}",44,9,157,0.2045454545454545,3.5681818181818183,1332882905
37,"добрый день, продаю свой телефон, купил 5 месяцев назад, гарантия до конца года. комплектация: коробка, чехол, провод и проводные наушники цена 1800 лари или же возможен обмен на айфон с вашей доплатой)","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 398884}",32,2,94,0.0625,2.9375,1332882905
38,"продается лубрикант durex / дюрекс с согревающим эффектом - 100мл. полный на 99.5%
куплен 3 дня назад. не подошел, цена 15 лари","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 846529}",21,4,69,0.1904761904761904,3.2857142857142856,1332882905
39,"продаю:
1 - новый парфюм queen of seduction by antonio banderas - 90 gel
подарили, не подошёл аромат
2 - серьги ручной работы:
   - из бисера 120 gel
   - из хрусталя 150 gel 
3 - ожерелье - 100 gel
только наличными. сабуртало. долидзе","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 350850}",36,7,108,0.1944444444444444,3.0,1332882905
40,"👔 продам рубашки massimo dutti  в хорошем состоянии, размер m

по 15 лари.

👔 рубашка venti, размер м.

10 лари.

👔 рубашка-микровильвет authentic, размер s.

10 лари.

👖 светлые джинсы h&m, размер 46 в идеальном состоянии.

20 лари.

всё в месте- 50 лари","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 610562}",44,6,122,0.1363636363636363,2.772727272727273,1332882905
41,"продам костыли, использовались очень мало. 30 лари","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 376033}",7,1,24,0.1428571428571428,3.4285714285714284,1332882905
42,"в продаже ipad pro 12.9 2 generation 64gb с sim. планшет в идеальном состоянии, сразу же с магазина защитное стекло и чехол. ни разу не падал, не вскрывался и тд. отпечаток работает. чехол-книжка в подарок. цена 800 лари","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 799110}",39,4,104,0.1025641025641025,2.6666666666666665,1332882905
43,продам консол на плестейшин 4 за 70лари,"{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 698608}",7,2,22,0.2857142857142857,3.142857142857143,1332882905
44,"всем привет продаю apple watch series 5 nike plus 44 мм, есть один проблема небольшой царапина есть, кроме того никак проблемы нету уже более двух года использую, царапины не мешают работать, цена 215 лари, торг уместен ❗️❗️❗️ срочно продаются , просто нужные деньги а так б не продавал❗️❗️❗️","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 813191}",47,3,139,0.0638297872340425,2.9574468085106385,1332882905
45,"продам playstation 5 digital, один геймпад.

состояние отличное, играл мало. 

1200 лари, сабуртало.","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 412255}",13,2,48,0.1538461538461538,3.692307692307693,1332882905
46,срочно продам раскладной диван + кресло. цена 50 лари. самовывоз район плеханова,"{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 384224}",12,1,40,0.0833333333333333,3.333333333333333,1332882905
47,"мужские джинсы zara, размер: 42 (европейский)

50 лари
забрать можно на м. грмагеле / по договоренности в центре","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 760453}",18,2,54,0.1111111111111111,3.0,1332882905
48,"последняя неделя в грузии, срочно
продам игровой ноутбук msi gs75 stealth-248 
- быстрый экран 17 дюймов, 
- intel i7 8750h, 
- ram 16gb, 
- geforce rtx 2060, 
- 2 слота для ssd (256 + 512)
ноутбук в идеальном состоянии, но не работает кнопка h/р (в центре клавиатуры). 
в остальном -- тонкий, легкий, и игры тянет, и любые рабочие задачи.

700 долларов или 1850 лари, цену обсудим.","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 647279}",61,12,192,0.1967213114754098,3.1475409836065573,1332882905
49,"продам телевизор hisense 43a7gq 43 дюйма
smart tv, qled4k
в отличном состоянии. был куплен 25.12.22
есть все документы и коробка.
район цхнети (можем договориться о доставке)
цена 750 лари

больше всего разного из нашей гаражной распродажи — в телеграм-канале, ссылка в профиле","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 635812}",43,5,135,0.1162790697674418,3.13953488372093,1332882905
50,"продам много женской одежды, цены и размеры на фото.

новое сетчатое чёрное боди intimissimi, размер s. в коробке, с чеком и ярлыками. покупалось за 120, продам за 80 лари

нефритовый массажёр для лица, 10 лари

серьги и кольцо - серебро, малахит, 50 лари

пинцет с подсветкой oriflame, новый, 10 лари

ваке","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 599265}",50,5,156,0.1,3.12,1332882905
51,"боди bershka ⚡️ 
s размер. вискоза с хлопком и эластаном. один раз носила. 

цена: 35 лари","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 818522}",16,1,47,0.0625,2.9375,1332882905
52,"продам стол 65*55*70 - 50 лари, гриль/вафельница - 100лари, блендер 100 лари. всё в исани","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 323990}",15,6,51,0.4,3.4,1332882905
53,"продаю серию книг ""гарри поттер"", издательства росмэн, редакции литвиновой. таких уже не найти в книжных магазинах, тем более в грузии. :)

состояние отличное, есть незначительные следы транспортировки, не более того, корешок ещё хрустит, книги использовались как предмет интерьера, для коллекции. продаю, потому что стало сложно путешествовать с ними.

цена: 45$
локация: диди дигоми

торг - на вашей совести :) (новый комплект в рф стоил ~60$) 

сделка только при личной встрече.","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 440042}",67,2,212,0.0298507462686567,3.164179104477612,1332882905
54,"👋 hookah store tbilisi - табак для кальяна, электронные сигареты, жидкости, угли, чаши и другие комплектующие для курения с быстрой доставкой за 1 час!

🔥 табаки 🔥
- darkside
- must have
- daily hookah
- sebero
- кальяны, чаши, угли и комплектующие

🔥 электронные сигареты 🔥
- hqd
- elf bar
- vecee
- жидкости

🔞*вся продукция оригинальная и имеет акцизную марку.

⚡️ заказ и доставка ⚡️
- заказ, доставка, помощь в выборе и консультация - @hookahstoremanager

____
более подробная информация в наших официальных ресурсах:
💬 @hookahstoretbilisi
📹 instagram.com/hookah_store_tbilisi/
📱 hookahsstore.com

📍 sulkhan tsintsadze, 39


пост согласован с администрацией","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 311647}",91,2,306,0.0219780219780219,3.3626373626373627,1332882905
55,"куртка zara man 
размер s
новая.
на меня чуть великовата, как женская m 

80лари (покупала за 150)

метро надзаладеви","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 383141}",19,2,57,0.1052631578947368,3.0,1332882905
56,"продам витамины d-3. 
5000 ме. 120 штук. 
новая упаковка. для тех кто постоянно мерзнет.
35 лари","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 711965}",17,4,53,0.2352941176470588,3.117647058823529,1332882905
57,ролл массажный для фитнеса/йоги. 30 лари,"{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 821531}",6,1,23,0.1666666666666666,3.8333333333333335,1332882905
58,"кроссовки dior
узнаваемая модель d-connect
темно-зеленые
размер маркировка 38, размер в размер
ткань, резина
350$ долл сша","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 416694}",19,2,59,0.1052631578947368,3.1052631578947367,1332882905
59,manifics нарушил правила чата и не сможет писать до 15.08.2023 11:49:23. правила чатов,"{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 555845}",15,4,41,0.2666666666666666,2.7333333333333334,1332882905
60,(19) () нарушил правила чата и не сможет писать до 29.09.2023 13:07:15. правила чатов,"{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 646903}",15,5,42,0.3333333333333333,2.8,1332882905
61,"продам nintendo wii u
прошита, в отличном состоянии. экран без царапин. весь набор проводов, без коробки.
цена: 400 лари","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 481122}",19,1,57,0.0526315789473684,3.0,1332882905
62,"поло lyle & scott. надевал раза 3. 100% хлопок, размер м, relaxed fit. отличный вариант на жаркую погоду. 50 лари","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 541136}",20,3,55,0.15,2.75,1332882905
63,продам одним лотом есть продукты которые вообще новые 25 лари,"{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 490502}",10,1,27,0.1,2.7,1332882905
64,"продам пивоварню brewmaster. производство - германия.
мощность - 4.5 квт, напряжение - 220 в. 
два тена. два итальянских насоса. 
объем - 100л. производительность - 80л.
можно легко переоборудовать под самогонный аппарат. 
цена - 3000 лари.
тел. +995593117306","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 847579}",33,6,125,0.1818181818181818,3.787878787878788,1332882905
65,"всем привет!
продаю отпариватель philips
состояние идеальное, пользовалась раз 10
есть гарантия

цена: 300 gel 200 gel
причина продажи: переезд
локация: сабуртало, ул. университетская","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 373387}",24,3,92,0.125,3.8333333333333335,1332882905
66,"продам внешний аккумулятор/power bank 30000 mah, 2 выхода usb 2.1a. год лежал, не использовался, заряд полный.
15 лари.

смогу отдать только до завтрашнего вечера, т.к. уезжаем.

upd: продано","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 406877}",29,4,89,0.1379310344827586,3.0689655172413794,1332882905
67,"1) кримпер для обжима телефонных и компьютерных клемм gross 17719
цена 60 лари.

2) универсальные комбинированные перчатки gross deluxe размер l
цена 35 лари.

3) сумка для инструмента gross handwerker, 42 кармана, пластик, дно, наплечный ремень
цена 80 лари.","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 419634}",39,8,116,0.2051282051282051,2.9743589743589745,1332882905
68,"всё по 5 лари 
(посуда – каждая единица 5 лари) 

сабуртало/делиси 
точный адрес в лс","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 340844}",15,2,48,0.1333333333333333,3.2,1332882905
69,"плащ h&m от xs до l - 30 лари
теплая рубашка h&m s m l - 15 лари
юбка zolla xs, ткань плотная, с карманами - 10 лари
юбка трапеция отличного качества 36 размер, плотная,  с карманами, хорошо держит форму - 10 лари
джинсы koton w30 l34 - 20 лари
сумочка серая - 15 лари
сумка черная arny praht - 20 лари
рюкзак adidas original 20 лари

больше вещей в группе в описании профиля","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 650420}",67,11,192,0.1641791044776119,2.8656716417910446,1332882905
70,измельчитель отдам за 15 лари. в использовании был пару раз,"{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 566683}",10,1,24,0.1,2.4,1332882905
71,"продаю один стол, размеры 120х60х75
цена 50 лари. метро руставели.","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 518989}",10,2,35,0.2,3.5,1332882905
72,"продам экшен камеру xiaomi yi 4k + карта на 64гб
в комплекте кейс, ремешок для крепления на голову и 6 липких универсальных крепления (3 плоских и 3 изогнутых)
300 лари","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 566102}",30,6,87,0.2,2.9,1332882905
73,"портативный пк на windows 
hp elitedesk 800 g2 (256gb ssd, intel core i5 6th gen, 2.50 ghz, 8 gb ddr4)

1. m2 ssd на 256gb для запуска системы
2. sshd на 500gb для хранения файлов

в комплекте: блок питания и кабель hdmi.

550 gel / 210$, usdt","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 673520}",47,15,106,0.3191489361702128,2.25531914893617,1332882905
74,увлажнитель воздуха с подсветкой на type-c цена 45 лари,"{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 849071}",10,1,27,0.1,2.7,1332882905
75,"продам ортопедическую подушку visco planet . 
размер 60-40 высота 15 см. 
материал вискоза
цена 90 лари.","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 708871}",15,3,55,0.2,3.6666666666666665,1332882905
76,"продам телевизор star track led tv диагональю 43 дюйма, в отличном состоянии. разрешение full hd, яркая картинка. идеальный вариант под фильмы, приставку. есть ножки, стойка.
цена 280 лари. пишите в лс.","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 554960}",31,2,95,0.064516129032258,3.064516129032258,1332882905
77,"доп фото/мерки в лс
1) милитари джинсы-карго, s, 50 лари
2) кофточка с завязками, s-m, 25 лари
4) кардиган с широкими рукавами, onesize, 25 лари
4)юбка винтажный guess с кружевной вставкой, m, 150 лари
5) юбка galiano оригинал, s, 400 лари
6) худи на зипе в полоску, xl-xxl,  продано
7)футболка volchok, xs-s, 30 лари
8) лонгслив volchok, m-l, 30 лари
9) футболка-сеточка в узор, s, 20 лари
10) худи со спущенной линией плеча, l, 40 лари","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 486056}",84,19,253,0.2261904761904762,3.011904761904762,1332882905
78,"1) кофта белая с полосками, s, 10 лари
2) рубашка uniqlo, s, 20 лари

м. важа-пшавела","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 689515}",17,4,50,0.2352941176470588,2.9411764705882355,1332882905
79,"продаю ноутбук asus-zenbook-13-ux331ua
синий, оперативная память 4gb

в хорошем состоянии, не ремонтировался, все работает 

покупался в конце 2019 года, использовался для рабочих задач, без игр и сложных манипуляций 

из плюсов:
-крышка открывается одной рукой
-три уровня яркости подсветки клавиатуры
-приятная автономность батареи 
-вес 1,2 кг
-лицензионная windows 11

в комплекте зарядка 

есть небольшие потертости и царапины. заметны только при хорошем свете и если присматриваться 

продаю, потому что купила новый

670 gel 
можно переводом рублями по курсу

метро руставели или яндекс доставка за ваш счет","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 602479}",87,7,285,0.0804597701149425,3.2758620689655173,1332882905
80,"продаю вещи в идеальном состоянии

1.  свитер(полувер) полосатый 25 лари
2. водолазка синяя 25 лари
3. джинсы зара 50 лари
4. рубашка(темно-синяя) 10 лари
5. рубашки cropp (хаки/ темно-синяя) 15 лари
6. пальто 80 лари
7. джинси бершка (бежевые) 35 лари
8. босоножки roxy 40 лари","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 532519}",50,16,169,0.32,3.38,1332882905
81,"всем привет! 

продаю ps4 pro

900 лари

2,5 года службы. последняя ревизия cuh-7216b (греется меньше других из-за конструктивного изменения). впрочем, как и положено, шумит как самолёт на запуске больших игрушек. 
не вскрывалась (стоит провести чистку). была в аккуратном использовании. сначала дома в москве, потом здесь в тбилиси. 

в комплекте: два контроллера dualshok4v2, кабель питания (родной), hdmi кабель (родной), micro usb для контроллера (не родной). коробка и чек остались в москве. 

продаю так как купил ps5","{""platform"": ""telegram"", ""wall_id"": 1332882905, ""post_id"": 323987}",77,6,239,0.0779220779220779,3.103896103896104,1332882905
